,query,context,label,base_prediction,base_probability,finetuned_prediction,finetuned_probability
87,"What is the primary action to take when receiving a myResponder alert for a major incident, and why is this important?","6.1: INFANT CPR     This module addresses the care of infants  with cardiac arrest, up to 1 year of age.   Infants rarely collapse (goes into cardiac arrest) owing to a primary heart problem. Cardiac arrest is usually secondary to other events, such as respiratory illness or major trauma. Therefore, rescuers must detect and promptly treat early signs of respiratory and circulatory failure to prevent cardiac arrest.    (D) Check for Danger   Ensure that the rescuer operates in a safe environment. Resuscitation should start where the infant is found, unless the site is unsafe or unconducive (eg. roads which are still open to traffic, burning building, etc), then the infant should be removed to a safe, flat and open space as soon as possible.     (R) Check for Responsiveness   - The rescuer should tap the infant’s shoulders and the sole of the feet and ask loudly: ‘Hello! Hello! Are you OK?’. - Avoid violent shaking of the infant as this may result in injury.    - Avoid unnecessary movements of the neck to prevent injuries to the head and neck.      For CPR to be effective, the infant must be lying on his/her back on a firm, flat surface. If the infant  is lying face down (prone position), or on his/her side, rescuer will need to roll the infant over onto his/her back.    (S) Shout to get help   If the infant is unresponsive, shout to get help from bystanders to call 995 for Singapore Civil Defence Force EMS or activate the emergency response system (for in-facility/in-hospital cardiac arrest). If alone, use a handphone to call 995 for Singapore Civil Defence Force and put on speaker phone mode. An Singapore Civil Defence Force emergency medical dispatcher can help a lay rescuer recognise cardiac arrest, and once this is established, the dispatcher will guide the rescuer to begin CPR by providing instructions on how to perform Chest Compressions via a handphone.   - In a situation where a lone rescuer found an unresponsive infant in a remote area with no accessibility to activate emergency medical service, it is necessary for the lone rescuer to assess the infant’s responsiveness and breathing. If normal breathing is absent, CPR (chest compressions and ventilations) should commence immediately and continued for at least two minutes before leaving the infant to seek nearby assistance or obtain phone access and return to the infant immediately to continue CPR. However, in the process, if there is another person around, ask him/her to call 995 for Singapore Civil Defence Force EMS and get an AED.    (A) Ask someone to get an AED  - Ask someone to get an AED if there is one within a 60-second walking distance. The Singapore Civil Defence Force emergency medical dispatcher may be able to locate the nearest AED and summon help from CPR-trained rescuers in the vicinity. However, if you are the lone rescuer, do not leave the casualty.   (B) Check for normal Breathing   - Look for the rise and fall of the chest  - Do not take more than 10 seconds.   - It is important to recognize that gasping is NOT normal breathing but a sign of cardiac arrest. Start chest compressions immediately if you unsure whether the casualty has abnormal breathing or gasping.     For trained healthcare providers only   - Locate the brachial pulse (inner aspect of the upper arm, between the infant’s elbow and shoulder) with the index and middle fingers.   - Apply gentle pressure and feel for the pulse at the same time as checking for normal breathing .  - Checking for normal breathing and pulse should not take more than 10 seconds.   - If unsure about the presence of pulse and normal breathing  at the end of 10 seconds, assume cardiac arrest and commence chest compressions.  ",0.0,0,0.009723024442791939,0,0.006278539076447487
88,"What is the primary benefit of performing chest compressions during CPR, and which vital organs are specifically targeted by this action?","(C) Chest Compressions   - Site of chest compression should be at the centre of the chest at the lower half of the sternum (breastbone). Ensure adequate exposure of the chest.  Locate the correct hand position for chest compressions:       - Use your index finger to d raw an imaginary line      between the nipples  to the centre of the sternum.        - Place your middle (third), and ring (fourth) fingers next      to your index finger on the center of      the infant’s chest.            - Lift up your index finger but maintain the middle and      ring fingers on the sternum and commence chest      compressions  using the pulp of the fingers.        - Depth of chest compression for infants must be 1/3 the anterior-posterior diameter of the infant’s chest (about 3 to 4 cm).      - The compression rate is 100–120 per minute.       - Ensure complete recoil of the chest wall after each compression. ",1.0,0,0.005949562881141901,1,0.9990774393081665
89,"What is the primary benefit of performing chest compressions during CPR, and which vital organs are specifically targeted by this action?","Step 4: Open the airway  - Perform the Head-Tilt, Chin-lift manoeuvre  to open the airway.   - While maintaining head tilt, open the mouth gently to check for visible foreign  bodies.   - If no foreign body is seen, perform another 30 chest compressions.  - If a foreign body  is seen, maintain the open airway with the Head-Tilt, Chin-Lift manoeuvre and insert the index finger of your other hand into the casualty’s mouth along the inside of the cheek.  - Use a hooking action to dislodge the foreign body and manoeuvre it out of the mouth. Take care not to force the foreign body deeper into the throat. This manoeuvre is known as the finger sweep .  Note:   - Do not perform blind finger sweep. Blind finger sweep may push the object back or further into the airway.   - However, if there are no objects found in the mouth, repeat steps 3 and 4 until object has been removed.   - For lay rescuers – Once object has been removed, check for breathing. If breathing is absent, repeat steps 3 and 4 until breathing resumes or emergency help arrives.  For trained healthcare providers – See step 5. ",0.0,0,0.008930760435760021,0,0.46598106622695923
90,What is the primary cause of heart muscle death during a heart attack?,"Based on national health statistics from the Ministry of Health in 2019, Singapore, ischemic heart disease (lack of blood circulation to heart muscles) is the third most common cause of death, contributing to 18.8% of total mortality.  A person with heart disease is prone to a heart attack, which could result in cardiac arrest and sudden death. According to a study conducted in Singapore*, the crude incidence rate of Out-of-Hospital Cardiac Arrest (OHCA) in 2019 was 56.7 per 100,000 population in 2019 (3233 casualties), of which, 2239 cases (74%) of cardiac arrests occur in the home. Bystander CPR was performed on 1937 casualties (60%) and bystander defibrillation was performed on 340 (10.5%) of them. Out of 200 survivors (6.2%), 156 (4.8%) of them survived to be discharged with good-to-moderate neurological functions.  Survival from sudden death can be maximized with the prompt application of basic life-saving skills of cardio-pulmonary resuscitation (CPR) and use of automated external defibrillators (AEDs). These can be performed by anyone, anywhere and anytime. All that is needed is the rescuer’s two hands. ",1.0,1,0.9499562978744507,1,0.9995622038841248
91,What is the primary cause of heart muscle death during a heart attack?,"(C) Chest Compressions Site of chest compression should be at the centre of the chest at the lower half of the sternum (breastbone). - Ensure adequate exposure of the chest. - Kneel by the side of the casualty. - Place the heel of one hand on the lower half of the sternum (breastbone) and avoid the Xiphoid Process. - Place the heel of the second hand on top of the first. - Interlace the fingers of both hands and lift the fingers off the chest wall. - Straighten both the elbows and lock them into position. - Position the shoulders directly over the casualty’s chest. Use the body weight to compress the casualty’s sternum (breastbone). - Depth of chest compression for adults must be at least 4 cm but not more than 6 cm. - The compression rate is 100–120 per minute. - Ensure complete recoil of the chest wall after each compression. - Loud counting of the chest compressions should be encouraged: 1and2and3and4and5, 1and2and3and4and10,",0.0,0,1.6357180356862955e-05,0,6.431230576708913e-05
92,"What is the primary consequence of the heart stopping to beat, and what is the timeframe within which blood flow must be restarted to prevent brain death?","4.1: CHILD CARDIO-PULMONARY RESUSCITATION (CPR) This module addresses children from 1 to 12 years of age.  Children in this age group rarely collapse (goes into cardiac arrest) owing to a primary heart problem. Cardiac arrest is usually secondary to other events, such as respiratory illness or major trauma. Therefore, rescuers must detect and promptly treat early signs of respiratory and circulatory failure to prevent cardiac arrest.  Note: - If a child is below 12 years old but of a larger size or a child that is above 12, perform chest compressions as in Adult Cardiopulmonary Resuscitation (CPR). ",1.0,0,0.0003040968149434775,1,0.9976378679275513
93,"What is the primary consequence of the heart stopping to beat, and what is the timeframe within which blood flow must be restarted to prevent brain death?","Note:   - Do not tip-toe when performing back blows and chest thrusts as the rescuer may lose balance and fall. - Each back blow and chest thrust should be delivered with sufficient force and with the intention of expelling the foreign body. - If foreign body is seen, maintain open airway with Chin-Lift and insert the little finger of your other hand into the infant’s mouth along the inside of the cheek. - Use a hooking action to dislodge the foreign body and manoeuvre it out of the mouth. Take care not to force the foreign body deeper into the throat. This manoeuvre is known as the finger sweep.",0.0,0,1.417353814758826e-05,0,0.00018928990175481886
94,What is the primary consideration when starting resuscitation efforts on a casualty?,"4.1: CHILD CARDIO-PULMONARY RESUSCITATION (CPR) This module addresses children from 1 to 12 years of age.  Children in this age group rarely collapse (goes into cardiac arrest) owing to a primary heart problem. Cardiac arrest is usually secondary to other events, such as respiratory illness or major trauma. Therefore, rescuers must detect and promptly treat early signs of respiratory and circulatory failure to prevent cardiac arrest.  Note: - If a child is below 12 years old but of a larger size or a child that is above 12, perform chest compressions as in Adult Cardiopulmonary Resuscitation (CPR). ",1.0,0,0.002481289906427264,1,0.9987472295761108
95,What is the primary consideration when starting resuscitation efforts on a casualty?,Assist the paramedics: Until the casualty is loaded into the ambulance. The Automated External Defibrillator (AED) electrode pads should remain on the casualty while transporting to the hospital. What are the duties for the person in charge of the Automated External Defibrillator (AED) after the Automated External Defibrillator (AED) has been used? The facility or safety manager must be informed of the usage of the Automated External Defibrillator (AED).,0.0,0,0.005446809809654951,0,0.42008936405181885
96,"What is the primary factor that maximizes survival from sudden death, according to the text?","In a situation where a lone rescuer found an unresponsive casualty in a remote area with no accessibility to activate emergency medical service, it is necessary for the lone rescuer to assess the casualty’s responsiveness and breathing. If normal breathing is absent, chest compressions should commence immediately and continued for at least two minutes before leaving the casualty to seek help. Note: - However, if there is another person around, ask him/her to call 995 for SCDF EMS and get an AED. (A) Ask someone to get an AED Ask someone to get an AED if there is one within a 60-second walking distance. The SCDF emergency medical dispatcher may be able to locate the nearest AED and summon help from CPR-trained rescuers in the vicinity. However, if you are the lone rescuer, do not leave the casualty. (B) Check for normal Breathing Look for the rise and fall of the chest. Checking for normal breathing should not take more than ten seconds. It is important to recognize that gasping is NOT normal breathing but a sign of cardiac arrest (gasping can also happen 2.4 – Ask someone to get an AED 2.5 - Look for normal breathing in severe asthmatic ",1.0,0,1.4987511349318083e-05,0,0.0002517744724173099
97,"What is the primary factor that maximizes survival from sudden death, according to the text?","Contributing Factors 1. Large, poorly chewed pieces of meat/food. 2. Elevated blood alcohol levels. 3. Dentures. 4. Playing, crying, laughing, and talking with food in the mouth.",0.0,0,0.0008853567996993661,0,0.000873128417879343
98,What is the primary function of the coronary arteries in relation to the heart muscles?,"The heart muscles receive oxygen rich blood via a set of coronary arteries.  The pumping action of the heart is initiated by electrical signals from a pacemaker (sinoatrial or SA node), these signals travel to other parts of the heart in an orderly manner through a conductive network. The electrical signals from the heart can be picked up by an electrocardiogram (ECG). The pumping action gives rise to an organized heart-beat at regular rate of 60-100 beats per minute in a normal person. ",1.0,1,0.6252648234367371,1,0.9990391731262207
99,What is the primary function of the coronary arteries in relation to the heart muscles?,"5.2: RECOGNITION OF FOREIGN BODY AIRWAY OBSTRUCTION (FBAO) Foreign Body Airway Obstruction (FBAO) can be either partial or complete. Coughing is the body’s natural defence against airway obstruction. A casualty with partial (mild) airway obstruction will cough to expel the foreign body. If the casualty is wheezing (breathing noisily with a wheezing sound) or coughing, this means that the airway is partially obstructed. Do not interfere. Allow the casualty to cough to expel the object himself/herself. In complete airway obstruction, the casualty is unable to speak, breathe or cough and may become cyanotic (blue). The casualty will clutch the neck with thumb and fingers, the universal distress signal for choking that requires immediate action.",0.0,0,1.4656843632110395e-05,0,4.426067971508019e-05
100,What is the primary function of the heart in the human body?,"4.1: CHILD CARDIO-PULMONARY RESUSCITATION (CPR) This module addresses children from 1 to 12 years of age.  Children in this age group rarely collapse (goes into cardiac arrest) owing to a primary heart problem. Cardiac arrest is usually secondary to other events, such as respiratory illness or major trauma. Therefore, rescuers must detect and promptly treat early signs of respiratory and circulatory failure to prevent cardiac arrest.  Note: - If a child is below 12 years old but of a larger size or a child that is above 12, perform chest compressions as in Adult Cardiopulmonary Resuscitation (CPR). ",1.0,0,0.0003089277306571603,1,0.9991362690925598
101,What is the primary function of the heart in the human body?,"3.9: CHILD/INFANT DEFIBRILLATION Use of Automated External Defibrillator (AED) in Children  Out-of-hospital cardiac arrest in children are usually from non-cardiac causes with majority of the casualties presenting with non-shockable cardiac rhythms (asystole or pulseless electrical activity).  Thus, proper ventilation and oxygenation are critical in paediatric resuscitation.  However, ventricular fibrillation in out-of-hospital paediatric arrest also occurs. Reviews of out-of-hospital paediatric cardiac arrest have reported incidence of shockable rhythms (ventricular fibrillation or pulseless ventricular tachycardia) as the initial cardiac rhythm to be from 5-19%. School-going children and adolescents were reported to have higher incidence of shockable rhythms compared to infants, toddlers and preschoolers.",0.0,0,2.5990620997617953e-05,0,0.001114225946366787
102,"What is the primary goal of the first ring in the Chain of Survival, and how can it be achieved?","4.1: CHILD CARDIO-PULMONARY RESUSCITATION (CPR) This module addresses children from 1 to 12 years of age.  Children in this age group rarely collapse (goes into cardiac arrest) owing to a primary heart problem. Cardiac arrest is usually secondary to other events, such as respiratory illness or major trauma. Therefore, rescuers must detect and promptly treat early signs of respiratory and circulatory failure to prevent cardiac arrest.  Note: - If a child is below 12 years old but of a larger size or a child that is above 12, perform chest compressions as in Adult Cardiopulmonary Resuscitation (CPR). ",1.0,0,1.3800222404825035e-05,0,0.013663087040185928
103,"What is the primary goal of the first ring in the Chain of Survival, and how can it be achieved?","The following are recommendations for retrieval of Automated External Defibrillators (AEDs):  1. Download the Singapore Civil Defence Force (SCDF) myResponder application! (See Chapter 1.8) Responders with the app have a much better chance to find the nearest defibrillator with the help of the Automated External Defibrillator (AED) map.  2. To safely retrieve the Automated External Defibrillator (AED):      a. Do not use your bare hands/elbows to break the glass – most injuries from retrieving occur with breaking the glass. Use personal items instead e.g. mobile phone, shoes, keys etc. to reduce the risk of injuries sustained.      b. Clear all glass fragments around the edges with the object used to break the glass before retrieving the key. Another common mechanism of injury is due to lacerations when reaching for the key inside.",0.0,0,1.3168761142878793e-05,0,0.0002886116853915155
104,What is the primary mechanism by which chest compressions help to circulate blood and deliver oxygen to vital organs during CPR?,"When the heart stops beating, blood stops flowing through the body. Unless the flow is restarted quickly, other organs in the body will stop functioning. For example, if the blood does not flow to the brain for 4 to 6 minutes, it could result in brain death. Cardiopulmonary resuscitation (CPR) is a series of actions required to restart the heart and get the blood flowing once again as soon as possible. CPR includes mouth-to-mouth ventilation and chest compressions. When mouth-to-mouth ventilation is done during CPR, oxygen is introduced into the body. However, in view of COVID-19 pandemic, healthcare providers were taught on the use of bag-valve-mask (BVM) instead of mouth-to-mouth (MTM) ventilation. Chest compression squeezes the heart between the breastbone and the spine and thereby helps to circulate the blood and deliver the oxygen to the vital organs, especially the brain, heart, and kidneys. If CPR is performed promptly and correctly: Heart function may be restored, and Circulation may be maintained until institution of other life support measures. In many cases, rescuers in the community are unwilling and/or unable to provide ventilations. Hands only (chest compressions only) CPR can be initiated. This only requires continuous chest compressions without mouth-to-mouth ventilation, is easier to learn and is as effective as standard CPR.",1.0,1,0.9888916611671448,1,0.9996200799942017
105,What is the primary mechanism by which chest compressions help to circulate blood and deliver oxygen to vital organs during CPR?,"E – C hand placement – ‘E’: Using one hand, hold the mask with your middle and index finger wrapped around the connector stem of the mask. ‘C’: Extend your thumb underneath the casualty’s jaw, and pull it upward into the mask. 2.13 – ‘E-C’ hand placement While maintaining the upward traction on casualty’s jaw, press the mask downward onto the face to attain a tight mask seal. 2.14 – Maintaining the upward traction of the jaw and downward traction of the mask Perform ventilation by squeezing the bag steadily and smoothly using your other hand over 1 second. Then, release the bag to allow it to reinflate fully before providing second ventilation. Each ventilation should be enough to make the chest rise. This is approximately 400 – 600 ml of air. Do not interrupt chest compressions for more than 10 seconds to perform 2 ventilations - Do not press deeply into the soft tissues under the chin. - Do not place your hands or the mask on the casualty’s eyes as doing so may damage the eyes or cause a vagal reaction. - Excessive force and rapid insufflation increase gastric distension. - If BVM is not available, you may provide mouth-to-mouth ventilations if you are trained and willing to perform. - If you are unable or unwilling to perform ventilations for any reasons, please perform continuous chest compressions at the rate of 100 – 120 per minute.",0.0,0,0.00043950093095190823,0,0.001147196046076715
106,What is the primary purpose of the myResponder system in the context of cardiac arrest and fire cases?,"1.8: SCDF MYRESPONDER MOBILE APPLICATION In Singapore, many of the emergency cases SCDF responds to could be quickly attended to by members of the public even before SCDF’s arrival. For example, more than 3000 people suffer from Out-of-Hospital Cardiac Arrest (OHCA), with a survival rate of just 5%, which could be improved by simple medical intervention within the first few critical minutes. At the same time, there are more than 1,000 minor fires (such as rubbish chute/bin fire) that could easily be extinguished using publicly-available means. (See figure 1-16)   Figure 1-16 – Incidents that will trigger myResponder notifications description: Cardiac Arrest Accept the myResponder alert and proceed to the specified location. - Use the app to locate nearby Automated External Defibrillators (AEDs). - Upon reaching the patient, perform CPR or apply an AED. - Hand over the case to the Singapore Civil Defence Force (SCDF) paramedics upon their arrival.",1.0,1,0.7372835278511047,1,0.9992371797561646
107,What is the primary purpose of the myResponder system in the context of cardiac arrest and fire cases?,"Placement of Defibrillation Pads for Children/Infant 1. For Automated External Defibrillators (AEDs) recommending anterior-anterior electrode pads placement, ensure that the electrode pads are not touching or overlapping each other, and are at least 2cm apart.",0.0,0,1.5133823580981698e-05,0,4.4084554247092456e-05
108,What is the purpose of calling 995 for SCDF EMS in a cardiac arrest situation?,"6.1: INFANT CPR     This module addresses the care of infants  with cardiac arrest, up to 1 year of age.   Infants rarely collapse (goes into cardiac arrest) owing to a primary heart problem. Cardiac arrest is usually secondary to other events, such as respiratory illness or major trauma. Therefore, rescuers must detect and promptly treat early signs of respiratory and circulatory failure to prevent cardiac arrest.    (D) Check for Danger   Ensure that the rescuer operates in a safe environment. Resuscitation should start where the infant is found, unless the site is unsafe or unconducive (eg. roads which are still open to traffic, burning building, etc), then the infant should be removed to a safe, flat and open space as soon as possible.     (R) Check for Responsiveness   - The rescuer should tap the infant’s shoulders and the sole of the feet and ask loudly: ‘Hello! Hello! Are you OK?’. - Avoid violent shaking of the infant as this may result in injury.    - Avoid unnecessary movements of the neck to prevent injuries to the head and neck.      For CPR to be effective, the infant must be lying on his/her back on a firm, flat surface. If the infant  is lying face down (prone position), or on his/her side, rescuer will need to roll the infant over onto his/her back.    (S) Shout to get help   If the infant is unresponsive, shout to get help from bystanders to call 995 for Singapore Civil Defence Force EMS or activate the emergency response system (for in-facility/in-hospital cardiac arrest). If alone, use a handphone to call 995 for Singapore Civil Defence Force and put on speaker phone mode. An Singapore Civil Defence Force emergency medical dispatcher can help a lay rescuer recognise cardiac arrest, and once this is established, the dispatcher will guide the rescuer to begin CPR by providing instructions on how to perform Chest Compressions via a handphone.   - In a situation where a lone rescuer found an unresponsive infant in a remote area with no accessibility to activate emergency medical service, it is necessary for the lone rescuer to assess the infant’s responsiveness and breathing. If normal breathing is absent, CPR (chest compressions and ventilations) should commence immediately and continued for at least two minutes before leaving the infant to seek nearby assistance or obtain phone access and return to the infant immediately to continue CPR. However, in the process, if there is another person around, ask him/her to call 995 for Singapore Civil Defence Force EMS and get an AED.    (A) Ask someone to get an AED  - Ask someone to get an AED if there is one within a 60-second walking distance. The Singapore Civil Defence Force emergency medical dispatcher may be able to locate the nearest AED and summon help from CPR-trained rescuers in the vicinity. However, if you are the lone rescuer, do not leave the casualty.   (B) Check for normal Breathing   - Look for the rise and fall of the chest  - Do not take more than 10 seconds.   - It is important to recognize that gasping is NOT normal breathing but a sign of cardiac arrest. Start chest compressions immediately if you unsure whether the casualty has abnormal breathing or gasping.     For trained healthcare providers only   - Locate the brachial pulse (inner aspect of the upper arm, between the infant’s elbow and shoulder) with the index and middle fingers.   - Apply gentle pressure and feel for the pulse at the same time as checking for normal breathing .  - Checking for normal breathing and pulse should not take more than 10 seconds.   - If unsure about the presence of pulse and normal breathing  at the end of 10 seconds, assume cardiac arrest and commence chest compressions.  ",1.0,1,0.9904249310493469,1,0.999610960483551
109,What is the purpose of calling 995 for SCDF EMS in a cardiac arrest situation?,"5.3: RELIEF OF FOREIGN BODY AIRWAY OBSTRUCTION (FBAO) Techniques used to relieve Foreign Body Airway Obstruction (FBAO) include the Heimlich Manoeuvre (abdominal thrusts) and chest thrusts for pregnant and obese casualties. The Heimlich Manoeuvre, also known as the sub-diaphragmatic abdominal thrusts or abdominal thrusts is recommended for the relief of Foreign Body Airway Obstruction (FBAO) in responsive adults (aged > 12 years) and children (aged 1 – 12 years). The Heimlich Manoeuvre elevates the diaphragm and increase airway pressure, which forces air out from the lungs. This creates an artificial cough which can expel the foreign body from the airway. In obese or pregnant casualties, chest thrusts should be used instead of abdominal thrusts.",0.0,0,1.519927172921598e-05,0,4.707819607574493e-05
110,What is the purpose of the pulmonary arteries in the circulatory system?,"On an electrocardiogram (ECG), normal heart rhythm, also known as the Normal Sinus Rhythm, appears as below: 5 large squares = 1second 1 small square = 0.04 s  1 large square = 0.2 s 1 QRS per second Heart rate = 60 per minute Count the number of large intervals and divide into 300 squares between 2 RR The human body has two lungs which absorb oxygen from the air that is breathed in. 21% of air consists of oxygen, of which 5% is extracted by the lungs. The extracted oxygen is passed to the blood within the capillaries of the lungs. The capillaries confluence into the pulmonary vein, which transports the oxygenated blood into the left side of the heart.  Exchange of Oxygen and Carbon Dioxide in the lungs  The remaining 16% of unabsorbed oxygen is breathed out. This is extremely important in the context of mouth-to-mouth ventilation; the air that the rescuer ventilate into a cardiac arrest casualty can deliver sufficient oxygen to save and sustain life. ",1.0,0,9.398371912539005e-05,1,0.9992408752441406
111,What is the purpose of the pulmonary arteries in the circulatory system?,"3.3: PREPARATION FOR AED USE The rescuer must first ascertain that the scene is safe for use of an Automated External Defibrillator. Avoid the following:  Metallic surface - Remove casualty from contact with metal surfaces. These can conduct electric currents to the rescuer.  Water - Sweat and moisture are good conductors of electricity and pose danger to the rescuer. It also reduces the adhesion of pads to the chest wall. If the chest is wet, wipe dry quickly with a towel.  Gas - Flammable gases and oxygen sources are fire hazards. Move the casualty away from these before applying Automated External Defibrillator. Steps in chest preparation and applying the Automated External Defibrillator electrode pads:  (1) Expose the chest of the casualty to facilitate application of Automated External Defibrillator electrode pads. If needed, cut away the clothing.  (2) If chest hair prevents proper electrode pad placement, shave the hair from these sites promptly. Automated External Defibrillator come with a shaver blade to expedite this.  (3) Metallic objects such as necklace and chains should be moved away from the pads. These may result in sparks and potential burns to the chest wall.  (4) For casualties with a pacemaker or implanted cardiac defibrillator on the right, apply the pads at least four fingers’ breadth away from these devices.  (5) Medication patches or monitoring electrodes on the chest wall should be removed as they may interfere with electrode pads placement.  (6) Wipe dry a wet or sweaty chest to ensure proper adhesion of the electrode pads to the chest. Application of Automated External Defibrillator electrode pads to the chest wall must be done quickly with minimal interruptions to chest compressions.",0.0,0,1.550967681396287e-05,0,4.4143198465462774e-05
112,"What is the recommended action to take after checking for normal breathing and pulse during CPR, and what should be provided continuously?","(S) Shout to get help  - If the child is unresponsive, shout to get help from bystanders to call ‘995’ for Singapore Civil Defence Force Emergency Medical Services (SCDF EMS) or activate the emergency response system (for in-facility/in-hospital cardiac arrest). If alone, use a handphone to call 995 for Singapore Civil Defence Force Emergency Medical Services (SCDF EMS) and put on speaker phone mode. An Singapore Civil Defence Force (SCDF) emergency medical dispatcher can help a lay rescuer recognise cardiac arrest, and once this is established, the dispatcher will guide the rescuer to begin Cardiopulmonary Resuscitation (CPR) by providing instructions on how to perform Chest Compressions via a handphone. - In a situation where a lone rescuer found an unresponsive casualty in a remote area with no accessibility to activate emergency medical service, it is necessary for the lone rescuer to assess the casualty’s responsiveness and breathing.  - If normal breathing is absent, Cardiopulmonary Resuscitation (CPR) (chest compressions and ventilations) should commence immediately and continued for at least two minutes before leaving the casualty to seek nearby assistance or obtain phone access and return to the casualty immediately to continue Cardiopulmonary Resuscitation (CPR). However, in the process, if there is another person around, ask him/her to call 995 for Singapore Civil Defence Force Emergency Medical Services (SCDF EMS) and get an Automated External Defibrillator (AED). ",1.0,0,0.016682583838701248,1,0.9996631145477295
113,"What is the recommended action to take after checking for normal breathing and pulse during CPR, and what should be provided continuously?","1.5: WHAT HAPPENS IN A CARDIAC ARREST? When a portion of the heart muscles dies, it affects the electrical impulses within the heart. The orderly flow of electrical signals within the heart is disrupted. This is a dangerous situation and an irregular, chaotic electrical rhythm called Ventricular Fibrillation (VF) develops in many cases. When VF occurs, the heart does not pump the blood to the rest of the body. This is a state of cardiac arrest and the casualty will be unconscious and stops breathing normally.  Biological death and Clinical death   Figure 1-13: Irreversible brain damage after 10 minutes  description: 0 minutes: Breathing stops. Heart will soon stop beating. 4-6 minutes: Brain damage possible. 6-10 minutes: Brain damage likely. Over 10 minutes: Irreversible brain damage certain.",0.0,0,0.0002871309989131987,0,0.0070143952034413815
114,What is the recommended action to take when someone experiences symptoms of a heart attack?,"1.4: WHAT HAPPENS IN A HEART ATTACK? A heart attack occurs when cholesterol deposits and / or blood clots block one of the coronary arteries supplying the heart muscle. (See figure 1-10) The heart muscles beyond the blocked vessel dies due to lack of oxygenated blood. This is heart attack.   Figure 1-10 Blocked coronary artery: description: This figure illustrates a blocked coronary artery, as seen in two sections labeled A and B. Section A shows an overall view of the heart, highlighting the coronary arteries which supply blood and oxygen to the heart muscle. One of these arteries is indicated as being blocked. Section B provides a detailed close-up view of the blocked area within the coronary artery. It shows: Healthy heart muscle surrounding the artery. The blockage in the artery caused by a blood clot and plaque buildup, which impedes blood flow. A section of dead heart muscle affected by the reduced blood supply.  Symptoms of a Heart Attack  A person who has a heart attack may experience any of these:  Pain – described as tightness or discomfort either over the chest or upper part of the abdomen. This pain may also spread to the left shoulder, left arm, neck or lower jaw. Some may mistake this for indigestion or fatigue.  Shortness of breath – A sudden difficulty in breathing may be a warning sign of a heart attack.  Other Symptoms - Sweating, nausea, vomiting or dizziness  If a heart attack is not treated promptly, deterioration of heart function will occur and the casualty may develop a sudden cardiac arrest.  Learn to recognize the symptoms of a heart attack. When someone experiences these, it is best to call for an ambulance (telephone: 995) and be taken to the nearest Emergency Department for immediate evaluation. ",1.0,1,0.8408815860748291,1,0.9972715973854065
115,What is the recommended action to take when someone experiences symptoms of a heart attack?,"Summary on selection of appropriate mask and ventilation bag size for bag-valve-mask (BVM) ventilation Adult (>12 yrs old) Child (1–12 yrs old) Infant (<1 yr old) Mask size Face mask should extend from the bridge of the nose to the cleft of the chin, covering the nose and the mouth but avoiding compression of the eyes. Ventilation bag size 1500-2000 mls 500-1500 mls 500 mls Note: - The tidal volume delivered should be sufficient to produce a normal chest rise. For Trained-Healthcare Providers Check for normal breathing and pulse after every 5 cycles of CPR 30:2.",0.0,0,1.3471586498781107e-05,0,0.041545744985342026
116,"What is the recommended method for checking a casualty's responsiveness, and what should be avoided during this process?","In a situation where a lone rescuer found an unresponsive casualty in a remote area with no accessibility to activate emergency medical service, it is necessary for the lone rescuer to assess the casualty’s responsiveness and breathing. If normal breathing is absent, chest compressions should commence immediately and continued for at least two minutes before leaving the casualty to seek help. Note: - However, if there is another person around, ask him/her to call 995 for SCDF EMS and get an AED. (A) Ask someone to get an AED Ask someone to get an AED if there is one within a 60-second walking distance. The SCDF emergency medical dispatcher may be able to locate the nearest AED and summon help from CPR-trained rescuers in the vicinity. However, if you are the lone rescuer, do not leave the casualty. (B) Check for normal Breathing Look for the rise and fall of the chest. Checking for normal breathing should not take more than ten seconds. It is important to recognize that gasping is NOT normal breathing but a sign of cardiac arrest (gasping can also happen 2.4 – Ask someone to get an AED 2.5 - Look for normal breathing in severe asthmatic ",1.0,1,0.907231867313385,1,0.9994230270385742
117,"What is the recommended method for checking a casualty's responsiveness, and what should be avoided during this process?","Resuscitation training should simulate the environment that rescuers may find themselves in. For example, healthcare providers should practice resuscitation skills on manikins on a trolley bed  or stand on a step stool at the side of the trolley bed. This is to ensure the elbows can be straightened to facilitate chest compressions. 2.16 –Cardiopulmonary resuscitation (CPR) on a trolley bed For resuscitation involving two or more rescuers, one rescuer can focus on chest compressions with the other handling the ventilations. Additional rescuers can be delegated with other tasks such as calling 995 for SCDF or retrieving and using the Automated external defibrillator (AED). Although chest compressions are commonly performed by kneeling at the side of the casualty, there may be specific circumstances involving narrow alleys, walkways or corridors where the rescuer may have to perform chest compressions by positioning over the head instead of the usual lateral side.  2.17 – Overhead CPR In the case of a passenger aircraft, a rescuer should kneel in the leg-space in front of the aisle seats to perform chest compressions if the casualty cannot be transferred within a few seconds to an area with adequate floor space such as the galley",0.0,0,0.01849917136132717,0,0.015603688545525074
